salário (kR$);gênero
7.415536587;homem
10.04783819;homem
6.7089281;homem
8.14719532;homem
10.29060824;homem
12.76446201;homem
10.80998563;homem
8.151203808;homem
6.649747046;mulher
5.18951457;mulher
8.888431;homem
3.273574421;homem
14.42363632;homem
3.707987069;mulher
7.889807399;homem
8.225033943;homem
7.492969574;mulher
8.167513594;mulher
5.958483735;mulher
3.83429674;mulher
6.228655828;homem
8.859586276;mulher
7.772258575;homem
6.519605157;homem
5.843883181;mulher
2.053347733;mulher
9.555319068;homem
9.052513939;mulher
8.235857021;homem
7.094498799;homem
10.75508396;homem
6.178018758;mulher
5.485357558;mulher
7.11307622;mulher
10.73476097;homem
7.361539068;homem
4.656432461;mulher
5.691830151;mulher
11.89722652;homem
6.179630542;homem
7.611000377;mulher
7.403360819;mulher
8.434891403;homem
11.50702498;homem
6.48420558;homem
8.01064361;homem
9.409357588;mulher
4.547527508;mulher
6.865276473;homem
4.743669931;mulher
6.148780426;mulher
7.729054066;mulher
8.48904976;mulher
9.677936169;homem
10.10328477;homem
14.35084081;homem
9.072722241;homem
10.64943471;homem
8.160122807;mulher
14.42011317;homem
11.06216716;homem
5.509639072;mulher
6.741230218;mulher
9.009894421;mulher
7.559972432;homem
8.620158545;mulher
11.35672689;homem
2.014370524;mulher
12.51174282;homem
4.703750984;mulher
8.119149823;homem
9.914696207;homem
6.639864396;mulher
6.276563404;mulher
9.84156467;homem
11.18166033;homem
10.10536539;homem
7.124357974;mulher
5.628019476;mulher
2.86806716;mulher
11.10702423;homem
8.116433472;homem
4.234865145;mulher
5.898317581;mulher
9.502191149;mulher
3.836841309;mulher
2.583760395;mulher
9.799230318;mulher
6.521321608;mulher
4.511835675;mulher
6.182412729;homem
2.600162434;mulher
3.40147892;mulher
9.006282399;homem
8.5385589;homem
7.959570355;homem
4.338530788;mulher
10.14573802;mulher
8.599598535;homem
9.293145294;mulher
10.79068195;homem
4.171775562;mulher
4.762383764;homem
5.498038957;mulher
2.447311969;mulher
13.12925531;homem
9.737058229;homem
5.819710916;mulher
8.667350601;homem
4.525651978;mulher
6.636628059;mulher
8.556526995;homem
10.21872061;homem
7.299337158;mulher
8.558506291;mulher
1.417008534;mulher
11.55994086;homem
8.317944162;homem
8.823875736;mulher
7.505096688;mulher
5.480848847;mulher
10.16461913;homem
5.196948348;mulher
10.03364997;homem
5.890222497;mulher
6.808828393;homem
4.976991886;mulher
7.63090382;mulher
8.408965338;homem
-1.058469967;mulher
7.896778206;mulher
9.630920743;homem
9.349517911;mulher
11.19269636;homem
12.02656167;homem
7.774740114;mulher
6.05273451;mulher
8.107509213;homem
3.608288427;mulher
8.980363936;mulher
9.205928202;homem
4.907397737;mulher
6.687729602;mulher
6.303507123;mulher
7.624158848;mulher
8.027292248;homem
6.841446308;mulher
5.620225751;mulher
10.42083272;homem
6.934962527;mulher
5.202312901;mulher
6.976235278;mulher
8.149065272;homem
8.555394349;homem
12.46552518;homem
8.718613955;mulher
8.229037326;homem
7.177175481;homem
6.985145013;mulher
6.963569951;mulher
7.293706451;mulher
10.71187723;homem
9.542260989;homem
12.53045835;homem
3.51490862;mulher
7.194145901;mulher
6.754189734;mulher
8.044972211;mulher
2.824866098;homem
8.01687535;mulher
8.109013954;homem
3.039385299;mulher
7.442501708;homem
5.445426666;homem
9.309601834;mulher
6.530069163;homem
10.48080236;homem
5.247628054;mulher
5.888346532;mulher
9.109922921;homem
4.585939383;mulher
7.165778162;homem
9.845345471;homem
8.019913596;mulher
6.89201594;mulher
11.81843531;homem
7.388337698;homem
5.865750348;mulher
2.986312264;mulher
8.161661812;homem
8.285431942;homem
6.101273061;homem
8.473022721;homem
8.175393284;homem
6.596184424;mulher
9.502632206;homem
8.170338143;homem
2.994609776;mulher
8.270377752;homem
8.320354498;homem
3.748386744;mulher
10.73297977;homem
8.254998046;homem
7.379984695;homem
6.908158752;mulher
6.932762003;homem
10.97797015;homem
2.72979177;mulher
6.815961097;mulher
13.8828075;homem
6.844532633;mulher
9.957261553;homem
5.944342531;mulher
5.868212106;homem
10.62394;homem
8.560248339;homem
8.790074821;mulher
9.574327742;homem
7.075293508;homem
12.2952658;homem
12.09871503;homem
10.61531431;homem
10.81649724;homem
3.869906665;mulher
6.892858745;mulher
7.931613748;homem
8.750387136;mulher
6.994564797;mulher
6.920329658;mulher
12.99798351;homem
11.54216849;homem
7.940661561;mulher
10.27702911;homem
7.559618273;mulher
8.684816146;homem
9.136836785;homem
3.798237463;mulher
7.823999292;mulher
6.59815703;mulher
8.020062689;mulher
5.387907941;mulher
1.760451239;mulher
9.656110829;homem
3.825579194;mulher
7.641344962;mulher
3.263810268;mulher
11.79868953;homem
10.46244208;homem
8.517071696;mulher
4.878622726;mulher
7.45704114;mulher
8.423581972;homem
5.32600914;mulher
10.83135085;homem
6.2270016;mulher
3.953095595;mulher
9.530269098;homem
5.909877001;mulher
8.300275691;mulher
8.407271605;homem
11.98687784;homem
5.268900638;homem
4.815894381;mulher
5.275032484;mulher
7.481103289;homem
9.343206057;mulher
5.278064154;homem
6.047357567;mulher
7.706245462;mulher
10.77779981;homem
4.248237921;mulher
10.84405186;homem
11.87244062;homem
6.309015979;mulher
8.136807515;homem
11.70822035;homem
9.83610417;homem
9.605998212;homem
5.082761082;homem
4.624312819;mulher
4.967476776;mulher
8.866142032;homem
9.091901114;homem
7.713158046;homem
11.88693434;homem
8.315410776;mulher
3.197785515;mulher
5.172690741;mulher
1.810563467;mulher
7.098373998;homem
5.540747521;mulher
6.68957439;homem
9.698862136;homem
6.994541699;homem
10.30643547;homem
5.794763206;homem
7.689013568;mulher
9.604567502;mulher
6.015231107;mulher
4.143927268;mulher
10.87722282;homem
10.45991594;homem
9.016483006;homem
4.833727412;mulher
4.889246781;mulher
10.08263845;homem
8.008820962;mulher
14.73576233;homem
10.76311514;homem
6.844168818;homem
5.160559137;mulher
9.729743206;homem
5.954067007;mulher
8.559208626;homem
5.523916182;mulher
11.24320172;homem
9.525490059;homem
7.510805226;homem
11.93048301;homem
6.631213939;homem
4.307538095;mulher
4.790806793;mulher
12.58233932;homem
6.932862024;mulher
13.71678787;homem
6.660369112;homem
8.635115105;homem
5.959429924;mulher
9.630070464;homem
5.43564249;mulher
7.515402672;homem
8.834804755;homem
11.16316719;homem
11.65072659;homem
8.665603634;homem
7.888669118;mulher
8.181856473;homem
6.004813672;mulher
6.027227891;mulher
2.156598438;mulher
2.829185816;mulher
4.952622237;mulher
4.719725652;mulher
6.277678801;mulher
5.36340497;mulher
11.47802692;homem
8.458123421;mulher
7.289859192;mulher
12.13636519;homem
4.811929944;mulher
3.270148696;mulher
3.375589517;mulher
13.1742398;homem
11.72200749;homem
6.036223543;mulher
10.42333963;mulher
3.893804887;mulher
11.65721574;homem
6.762344694;mulher
7.600044261;homem
5.284620142;homem
13.56447789;homem
9.408717399;homem
5.997589989;mulher
10.42045065;homem
8.664422718;homem
5.251426616;mulher
3.583365577;mulher
2.690775391;mulher
7.480923032;mulher
5.551414481;mulher
6.748604755;mulher
8.960560098;homem
8.655474436;mulher
8.930833033;homem
9.403764873;homem
5.116396233;mulher
6.707918246;mulher
5.649270488;homem
6.93348593;homem
7.119334193;homem
7.974731662;homem
10.42344506;homem
12.31539279;homem
6.10997177;mulher
4.581464279;mulher
10.84848905;homem
6.853825469;mulher
6.575213624;mulher
8.383754784;mulher
10.33218947;homem
8.31999238;homem
6.3159862;homem
6.592630283;mulher
4.847621454;mulher
12.11511287;homem
4.732562022;mulher
6.360692471;mulher
8.919382366;homem
2.837396004;mulher
8.298958018;mulher
7.999353913;homem
5.399446511;mulher
3.453227078;mulher
10.52431213;homem
7.175566621;homem
5.680741797;mulher
6.368683587;mulher
7.417950189;homem
9.657759986;homem
6.993046122;homem
6.208657012;mulher
9.793260081;homem
8.17229051;homem
8.956853558;homem
1.9391986;mulher
4.94466317;mulher
4.895631371;mulher
5.858868064;mulher
12.17014859;homem
6.504660678;mulher
2.463235488;mulher
7.236606144;homem
7.929201048;homem
7.017157318;mulher
8.619983468;mulher
11.67527018;homem
12.54663461;homem
9.191491371;homem
11.10565623;homem
8.376899358;mulher
12.08640052;homem
6.789153282;homem
6.369009661;mulher
7.64728992;homem
6.826712654;mulher
8.012729756;homem
6.782604583;mulher
5.359743952;homem
6.412765796;mulher
6.661480846;mulher
7.217523456;mulher
8.769035619;homem
5.638469314;mulher
7.204418143;mulher
8.464701894;mulher
7.156818874;homem
2.539852264;mulher
9.429679734;homem
7.84050166;homem
5.018753059;mulher
8.203821675;mulher
8.744785006;homem
10.26073735;homem
7.74689827;mulher
8.165696801;mulher
9.060392788;homem
7.24682416;mulher
10.97716926;homem
3.006995373;mulher
8.469403637;homem
11.29803961;homem
6.106750407;mulher
5.276767548;homem
8.701695131;homem
9.93713572;homem
-0.036074806;mulher
3.270420184;mulher
6.359465021;homem
11.01964341;homem
7.060148472;homem
8.264176657;homem
11.09099275;homem
7.254892126;mulher
5.540956464;mulher
7.679614309;homem
8.706937846;homem
6.588885313;mulher
6.63382433;homem
13.46308822;homem
6.106280984;homem
9.588286074;homem
9.302666156;homem
5.767225526;mulher
6.272882334;mulher
11.06400161;homem
7.932448648;homem
4.857498979;mulher
10.04623979;homem
1.636443185;mulher
10.85303053;homem
7.975979938;homem
8.545953714;homem
9.113722111;mulher
8.114178826;homem
9.872726672;homem
4.977966813;mulher
3.99234461;mulher
7.723337403;homem
6.263742585;mulher
5.6100822;mulher
9.99790521;homem
9.207796249;homem
9.91409545;homem
7.906653006;mulher
5.52933771;mulher
4.328064853;mulher
10.74321086;homem
7.81178483;homem
8.82950557;homem
6.981340546;homem
3.349051098;mulher
6.507579062;mulher
7.917807267;homem
3.328609093;mulher
10.41702364;homem
9.402413047;mulher
10.32865949;homem
4.477879504;mulher
10.18794981;homem
10.57305962;homem
6.342587891;mulher
7.230248116;mulher
7.117835805;homem
8.751088119;homem
8.602961696;homem
1.118184494;mulher
4.682563669;mulher
7.923047655;mulher
10.15057374;homem
6.67475211;homem
6.174722405;mulher
10.26651123;homem
8.931539512;homem
5.874057741;mulher
5.122241943;mulher
8.151427182;homem
8.771017;mulher
2.768240379;mulher
7.28338192;mulher
8.384668837;homem
4.133866525;mulher
11.51516013;homem
8.220433481;mulher
10.57563219;homem
8.377790625;mulher
3.927430117;mulher
8.310440451;homem
10.24323704;mulher
4.891697644;mulher
10.82174457;homem
11.31059038;homem
6.692639019;homem
11.30574674;homem
5.866701787;mulher
10.15481819;homem
6.364639278;mulher
11.42215743;homem
10.46812773;homem
5.063462877;mulher
7.727894947;mulher
8.212522457;homem
7.243771752;homem
3.934244006;mulher
2.100722841;mulher
9.147357902;mulher
7.549258436;mulher
6.315317728;mulher
1.95618907;mulher
11.00707634;homem
7.776984088;mulher
10.12627276;homem
8.510833945;homem
10.3363173;homem
7.957276842;mulher
5.930169848;mulher
1.508070485;mulher
9.993794955;homem
5.603922588;mulher
7.705981091;mulher
8.311928691;homem
5.964493753;mulher
9.269102543;mulher
8.365658001;homem
10.37991786;mulher
10.26115868;homem
7.253021345;homem
9.789132096;mulher
7.382038364;homem
8.019294549;mulher
7.759120565;mulher
8.869582193;mulher
4.876470249;mulher
9.780513928;homem
5.543930464;mulher
3.224966539;mulher
2.714770102;mulher
2.548948672;mulher
5.837889138;homem
6.654607021;homem
9.672330893;homem
6.096789153;homem
9.216736379;homem
3.202164827;mulher
6.874218647;mulher
6.247076142;homem
4.56377767;mulher
10.99270652;homem
6.238521142;mulher
7.210202023;homem
7.758769874;mulher
7.121801926;mulher
8.445796947;homem
5.722077358;mulher
5.596655985;homem
10.15215003;homem
6.061191073;homem
6.479834251;mulher
10.86759674;homem
9.986113138;homem
6.357728507;mulher
6.883578093;mulher
6.209397915;mulher
10.07728357;homem
10.91079379;homem
8.789046192;mulher
8.080748447;homem
5.017040494;mulher
4.449763883;mulher
5.520996608;mulher
4.335220519;mulher
5.62175506;mulher
8.365077895;mulher
6.252706507;mulher
6.207558258;mulher
7.926870247;homem
6.063336824;homem
8.741583133;homem
5.70550095;mulher
5.521869364;mulher
5.415760637;mulher
5.044470774;mulher
9.758205116;homem
5.345340552;homem
4.25407014;mulher
4.193288573;mulher
8.900557193;homem
7.334629245;mulher
6.766019106;homem
7.987981004;homem
5.148973655;mulher
8.549141022;homem
9.508739622;homem
4.541802469;mulher
7.508132066;homem
5.774073274;mulher
7.498882603;homem
9.149847671;homem
6.319577565;mulher
9.652173152;homem
7.257086362;mulher
4.910681216;mulher
5.259467632;mulher
9.240082846;homem
9.753401602;homem
3.324032956;mulher
7.305785196;mulher
8.496859397;homem
8.674491075;homem
9.724069427;homem
7.051296481;mulher
10.04319524;mulher
7.791007369;homem
6.243486943;mulher
8.603218311;homem
12.58549783;homem
9.18138904;homem
4.116979788;mulher
6.119890937;mulher
7.409805547;homem
8.026837913;homem
6.61139484;mulher
5.525258958;mulher
7.681695374;homem
6.460481405;mulher
7.612961658;mulher
12.77470366;homem
9.881775838;homem
4.022364874;mulher
8.279024127;homem
8.933803716;mulher
1.977544711;mulher
7.738743106;mulher
7.49443466;mulher
7.562607219;homem
3.005576323;homem
11.28458508;homem
3.353637802;mulher
8.578789903;homem
0.938330753;mulher
10.63279903;homem
5.072792629;mulher
12.13866423;homem
5.333040756;mulher
10.61270698;homem
5.217668322;mulher
8.875020425;homem
10.62967356;homem
3.666654225;mulher
9.230515474;homem
5.397592308;mulher
7.956546348;mulher
5.493510792;mulher
5.781564498;mulher
5.887544422;mulher
9.550142431;mulher
7.192939603;mulher
12.00334074;homem
8.598153662;homem
8.592078293;mulher
9.932856387;homem
8.374947268;mulher
9.185837266;homem
6.745397253;mulher
3.080860502;mulher
7.905696824;mulher
5.674588485;homem
9.473391303;mulher
7.555737866;homem
9.306602617;mulher
11.5500726;homem
5.357411898;mulher
6.580191296;mulher
7.35148175;homem
10.42197995;homem
6.48840796;mulher
9.537929057;homem
9.41071371;mulher
8.761359483;homem
6.811866279;mulher
4.075087587;mulher
6.123826861;homem
13.34820617;homem
4.305274369;mulher
10.09489087;homem
7.512059019;homem
9.16277796;homem
5.866819838;homem
6.355116301;mulher
7.602876282;mulher
6.703367532;mulher
8.079493027;mulher
5.360769389;mulher
7.916539472;mulher
8.757126401;homem
7.709242827;mulher
8.541443921;homem
7.033184211;mulher
6.208461992;mulher
6.523317144;homem
10.74365346;homem
7.704283897;mulher
4.963825433;mulher
11.69670615;mulher
8.648378869;mulher
9.640472024;homem
12.8200629;homem
6.110146656;mulher
7.874709675;homem
7.016789271;mulher
8.6774123;mulher
11.07026165;homem
5.040298;mulher
5.411484491;mulher
7.233243132;mulher
5.873699527;mulher
7.258864066;mulher
6.793059225;mulher
7.414858548;homem
6.749990908;mulher
7.787968278;mulher
8.190367745;mulher
4.600991056;mulher
8.388335471;homem
6.078482903;homem
8.234704302;homem
10.74045874;homem
5.1312962;mulher
5.830729073;mulher
9.978958516;homem
11.28814028;homem
6.005641069;mulher
6.186201317;mulher
4.389823754;mulher
9.174655357;homem
6.254872547;homem
9.297388409;homem
2.002181233;mulher
3.666820816;mulher
10.17978604;homem
6.144063863;homem
4.108469335;mulher
5.818962984;mulher
11.20978069;homem
11.38453835;homem
3.96612422;mulher
10.14538708;homem
7.414734042;mulher
10.38913423;homem
7.128728963;homem
4.2051677;mulher
9.000234973;homem
5.101910796;mulher
9.64511632;homem
7.542917983;homem
8.414386775;mulher
12.87606722;homem
6.749144749;homem
9.284902622;homem
9.248102286;homem
3.724588742;mulher
9.166728075;homem
7.288529055;mulher
7.485957504;mulher
8.140999953;homem
7.506353248;homem
8.09248283;homem
8.355537733;mulher
3.922933699;mulher
2.750422599;mulher
7.450250559;mulher
4.74595467;mulher
9.476072097;mulher
9.580289162;homem
6.802980617;mulher
4.536369886;homem
6.106835526;homem
5.874054752;homem
5.932607143;mulher
8.762587998;homem
4.536900277;mulher
7.499814363;homem
7.661737467;mulher
9.429319453;homem
7.098987316;mulher
8.097168454;homem
10.57164876;homem
10.17182084;homem
7.080643612;mulher
7.762928118;homem
12.67956215;homem
6.619518965;mulher
9.101106729;homem
10.26405684;homem
10.68718101;homem
11.06081296;mulher
4.429245581;mulher
8.570341177;homem
6.896208689;mulher
7.208461611;homem
6.809442714;mulher
5.80432619;mulher
3.428382387;mulher
4.541335756;mulher
11.43554621;homem
9.268229574;homem
8.514397833;homem
8.874382642;homem
11.14961078;homem
7.295358436;mulher
1.877805196;mulher
6.151716977;mulher
9.641829877;homem
10.92333621;homem
7.73930794;homem
10.82737492;homem
10.67347828;homem
11.53036927;homem
8.36224214;homem
3.207762618;mulher
8.534611256;mulher
8.867799841;mulher
8.265061206;homem
9.771727549;homem
6.211420185;homem
5.895606031;homem
8.790328293;mulher
8.87754336;homem
9.745034753;homem
2.547752262;mulher
3.689548566;mulher
10.22282182;homem
6.860698802;homem
8.780166283;homem
8.072454498;homem
3.210438967;mulher
9.281518688;homem
8.085079684;homem
6.241541495;mulher
6.030271803;mulher
8.950216529;homem
6.022712745;mulher
4.239851454;mulher
8.800702406;homem
6.85011975;mulher
5.738550957;homem
4.685148439;mulher
4.74966882;mulher
9.382177132;homem
8.900570966;homem
6.025315973;homem
8.022039269;homem
5.850961009;mulher
13.1680644;homem
7.040598026;homem
8.725295397;homem
3.967387471;mulher
6.773834055;mulher
12.21566425;homem
8.227232225;homem
8.088264727;mulher
7.55635099;homem
8.031760836;homem
10.00395727;homem
7.549563323;homem
9.438668291;homem
7.881741722;homem
6.300990193;mulher
7.527650005;mulher
11.54686207;homem
4.327267553;mulher
5.758854389;mulher
6.516781378;mulher
4.390507753;mulher
8.045759603;mulher
11.21140464;homem
7.182804156;homem
6.612252394;mulher
9.983700442;homem
5.438112615;homem
8.303401665;homem
6.553552936;mulher
8.223314319;homem
14.12439882;homem
6.590774381;homem
5.553948269;mulher
6.898606075;mulher
11.29770517;homem
5.903460595;mulher
7.824224275;homem
9.723846709;homem
6.150855276;homem
6.320173394;homem
7.987813555;homem
11.72984989;mulher
9.382149143;mulher
8.002750564;homem
7.768404908;homem
4.561162971;mulher
6.682024378;mulher
7.259376927;homem
3.733330399;mulher
8.441858257;homem
9.20201016;homem
8.546650751;homem
8.293471941;homem
6.49008095;mulher
1.232344899;mulher
6.729883242;mulher
11.9623619;homem
9.260122659;homem
10.83594904;homem
3.613593613;mulher
3.247061754;mulher
9.61946201;homem
8.456319277;mulher
7.140716818;mulher
9.690156742;homem
7.657155778;homem
7.567244621;mulher
13.5401604;homem
4.293984985;mulher
8.004054874;homem
9.114461836;homem
12.77263705;homem
9.966109424;homem
7.989282068;homem
8.565705992;homem
8.746235281;mulher
4.710610374;mulher
7.482949684;homem
4.090836025;mulher
6.264146372;homem
7.092490633;homem
9.830136079;homem
5.790540401;mulher
3.577409049;mulher
9.679701131;homem
8.889641989;mulher
2.9578019;mulher
6.142029583;mulher
7.469348997;homem
12.12826724;homem
13.26889142;homem
9.731027154;homem
5.485911861;mulher
10.00847348;homem
5.936079772;mulher
2.410399504;mulher
4.476279874;mulher
10.53934743;homem
4.188695389;mulher
10.28320503;homem
11.64816629;homem
7.636088353;mulher
7.800624597;mulher
5.318562147;mulher
10.66774854;homem
8.390782482;homem
7.959914971;mulher
4.832039744;mulher
3.573039191;mulher
9.639616136;homem
9.40549699;homem
5.802942486;mulher
5.076787992;mulher
3.965949458;mulher
6.204563503;homem
7.515721123;homem
9.826910411;mulher
11.02424486;homem
6.570768081;homem
4.602518186;mulher
13.55625719;homem
5.338040312;homem
10.05337842;homem
9.379989023;homem
8.166369038;mulher
5.341002751;mulher
7.348544949;homem
9.650368372;homem
4.357130415;mulher
7.16117172;mulher
2.84110564;mulher
6.666360341;mulher
3.231205364;mulher
11.69995316;homem
7.57546087;mulher
5.279027756;mulher
3.069993701;mulher
9.583880545;homem
6.430018447;mulher
11.49206077;homem
9.594077134;homem
9.644432516;homem
9.119617739;homem
6.908386351;mulher
8.178259894;homem
7.511045809;homem
5.835823788;mulher
6.02231741;mulher
8.055812752;homem
4.541738163;mulher
11.87101323;homem
8.98828881;homem
7.60469484;mulher
5.243062925;mulher
4.16000416;mulher
6.444432077;mulher
8.201737449;homem
6.294847265;homem
5.340395203;homem
11.30636545;homem
6.142179833;mulher
9.247836381;mulher
9.629666371;homem
9.155941068;homem
3.730728427;mulher
9.85616594;mulher
5.37462531;mulher
5.827179496;mulher
11.0971134;homem
6.337087005;mulher
8.113735466;mulher
4.900594001;mulher
7.550527217;homem
8.416763556;homem
5.739475222;mulher
6.235036287;mulher
4.90436215;homem
10.99582622;homem
9.110076536;homem
7.130178009;mulher
12.21439364;homem
8.367763287;homem
8.802600471;homem
8.45045201;mulher
10.32439491;homem
7.932905297;mulher
5.559955223;mulher
7.461179622;homem
9.110276671;homem
7.615391924;homem
9.254815149;homem
8.235546103;mulher
5.944429119;homem
7.987570368;mulher
10.2000191;homem
3.647672405;mulher
11.57224216;homem
11.01657765;homem
11.46932639;homem
11.6299923;homem
2.451355331;mulher
3.852993368;mulher
8.920570531;homem
9.270616913;homem
10.36780859;homem
10.98888182;homem
8.954387363;homem
3.597712774;mulher
6.338031462;homem
11.065115;homem
5.553456909;mulher
2.725383461;mulher
9.860346334;homem
6.280557862;homem
4.110736206;mulher
3.014646238;mulher
5.880230995;mulher
3.141762619;mulher
5.634765649;homem
7.370486699;mulher
7.988968848;homem
8.717684125;homem
10.7877547;homem
8.991825981;homem
10.53409636;homem
5.587888602;mulher
9.054654111;homem
5.647179077;mulher
3.284345071;mulher
5.135404428;mulher
2.321937456;mulher
6.335890307;mulher
4.532002297;mulher
5.848137345;mulher
7.69119143;mulher
7.100934714;mulher
8.992921451;homem
3.457902948;mulher
6.574044164;mulher
10.32636093;homem
10.90400305;homem
6.506403329;mulher
3.470023028;mulher
11.58981008;homem
11.39954845;homem
10.00534017;homem
6.238761095;mulher
12.03061322;homem
9.405598778;homem
12.50732197;mulher
7.594410428;mulher
7.818889902;mulher
7.807372047;mulher
4.875223851;mulher
5.450026263;mulher
6.904339246;mulher
7.4879362;homem
7.58595406;mulher
7.338642787;homem
3.85605814;homem
6.054820636;mulher
7.370730511;mulher
7.054254949;mulher
5.050317721;mulher
5.972415778;mulher
4.090148203;mulher
5.789640145;mulher
7.31242034;mulher
5.587481583;mulher
9.220636613;homem
6.520466598;mulher
5.857158396;mulher
9.893197911;homem
10.27810636;homem
8.652597721;mulher
8.942810946;homem
6.817859804;homem
3.137961235;mulher
9.31658305;mulher
8.472404801;mulher
7.162214839;mulher
9.71354562;homem
7.869873581;mulher
8.45782667;mulher
4.667515445;mulher
6.838259617;homem
10.98891126;homem
7.227430229;mulher
6.989157265;mulher
8.447246014;homem
6.053476117;mulher
12.36544758;homem
6.453705287;homem
4.083902318;mulher
7.905782365;mulher
9.183512553;homem
7.517594357;mulher
6.4764463;mulher
7.024259338;mulher
7.951343067;homem
5.492328077;homem
7.88085339;homem
6.65255709;homem
8.245737456;homem
9.262516154;homem
7.954020955;mulher
6.677848271;mulher
4.807504859;mulher
10.06735565;homem
7.61622749;mulher
6.950044452;homem
1.579438693;mulher
8.285247643;homem
4.101736555;mulher
5.307506752;mulher
6.729028089;mulher
5.271612859;mulher
9.814370322;homem
4.808339363;homem
7.01758307;mulher
11.19876223;homem
8.177918097;homem
4.561501197;mulher
12.21724953;homem
3.781982277;mulher
5.664900793;mulher
10.59566341;homem
11.00264466;mulher
9.263184717;homem
7.399926322;homem
2.930942006;mulher
6.674978884;homem
3.611389556;mulher
11.33338082;homem
8.508041311;homem
10.14965925;homem
3.611985951;mulher
8.361156651;homem
8.685754783;mulher
6.660415732;homem
6.394118362;homem
6.040553631;homem
6.094009235;homem
7.009310359;mulher
7.011688922;mulher
9.060944826;mulher
5.438995744;mulher
7.381812246;mulher
5.286854755;mulher
4.627352367;mulher
10.60578608;mulher
5.324637414;mulher
8.780687172;mulher
3.611131107;mulher
4.54347628;mulher
10.70644509;homem
8.782015536;homem
8.786955473;homem
10.99941497;homem
7.710855677;homem
7.103890309;mulher
3.350812905;mulher
2.802393624;mulher
4.035913211;mulher
5.691970357;mulher
6.782321475;homem
0.595256897;mulher
4.879659233;mulher
5.947287397;homem
7.301977134;mulher
6.999269844;mulher
6.344507207;mulher
7.460906945;homem
7.489807099;mulher
4.904457253;homem
9.19704761;homem
4.748054273;mulher
10.45368545;homem
8.684966266;mulher
8.509002663;homem
7.242745794;mulher
6.409933084;mulher
8.479810081;mulher
9.949913114;homem
7.244268595;mulher
11.33303595;homem
3.138899124;homem
7.304375106;mulher
8.790503439;homem
11.6155359;homem
6.161574605;mulher
11.4431204;homem
4.353529716;mulher
4.269307142;mulher
4.867016412;mulher
6.004078945;mulher
9.866447293;homem
5.00516112;mulher
11.6086007;homem
4.282724637;mulher
12.84083088;homem
7.978231674;mulher
5.202228506;mulher
5.595844511;mulher
11.59041458;homem
9.790330311;homem
5.808700789;mulher
14.56840427;homem
3.742733587;mulher
6.997000705;homem
5.887717518;mulher
8.350509432;homem
4.192117103;mulher
11.51873581;homem
10.7545785;homem
7.472800589;homem
9.218577595;homem
5.279996222;mulher
5.320230266;mulher
1.74907129;mulher
10.03120914;homem
5.279956285;homem
5.421953742;mulher
8.872102052;mulher
12.61236102;homem
9.257759841;mulher
7.333090432;homem
9.56638132;homem
1.405693763;mulher
10.10819709;homem
8.209270661;mulher
5.43806333;mulher
6.233388389;mulher
2.686555704;mulher
8.127067494;homem
4.538279874;mulher
6.810117934;mulher
8.246466768;homem
5.378347722;mulher
8.683472275;homem
9.429923876;homem
9.314646625;homem
4.74951172;mulher
3.981561047;mulher
5.556498495;mulher
9.363838614;homem
11.96701078;homem
11.79435117;homem
5.381076296;mulher
2.918871927;mulher
6.910366949;mulher
5.762648962;mulher
10.0897933;homem
7.412164708;mulher
6.672583931;homem
6.486399609;mulher
6.718686292;mulher
6.437965563;mulher
2.126252072;mulher
7.904233011;homem
3.657455231;mulher
5.240606921;homem
8.349569012;homem
9.419829526;homem
9.217507723;mulher
7.830492969;homem
6.295595782;mulher
3.15258443;mulher
9.454875607;homem
9.447757071;homem
4.817120921;mulher
6.966060374;mulher
8.911464544;homem
11.31645061;homem
9.447955863;homem
9.472979058;homem
4.895828508;mulher
8.720946697;mulher
2.186713225;mulher
6.943218556;mulher
8.670827473;mulher
9.928972199;homem
10.03980644;mulher
12.39550687;homem
6.858890088;mulher
5.324612175;mulher
4.775645248;mulher
8.572340526;homem
9.858165416;homem
8.095911062;mulher
8.043042913;homem
5.130378821;homem
13.33218611;homem
5.219131922;mulher
8.95386596;homem
4.558844902;mulher
9.32243665;homem
8.953210259;homem
12.396488;homem
8.58388904;mulher
11.08459666;homem
6.456878474;homem
7.306869024;mulher
8.017402017;mulher
6.06533586;mulher
9.353369309;mulher
9.246887007;homem
4.969364086;mulher
6.683191057;mulher
5.017786835;homem
6.962366299;homem
6.359656594;mulher
13.58607958;homem
4.261699651;mulher
5.983242963;homem
8.33658415;homem
5.970977632;mulher
8.451274666;homem
4.244968575;mulher
8.558315951;mulher
8.288041583;homem
5.142994285;homem
4.038448651;mulher
5.374569805;mulher
7.048585949;mulher
8.630944548;homem
10.33154816;homem
7.463020604;mulher
9.133573477;homem
5.819363275;homem
8.640079303;homem
7.914233434;homem
2.9085765;mulher
6.048174044;mulher
7.483656487;homem
9.247358937;homem
7.683660721;homem
6.9504937;mulher
4.265283685;mulher
9.98592612;homem
4.025344407;mulher
3.035124993;mulher
6.429996623;mulher
2.867400111;mulher
6.230430529;mulher
10.05289296;homem
8.445797169;mulher
3.750784655;mulher
9.115293451;homem
1.723074858;mulher
5.683029636;mulher
8.623986506;mulher
5.636416741;mulher
4.872785283;mulher
7.926212029;mulher
6.564522498;mulher
7.484785737;homem
5.066436717;mulher
