,Partícula,Sensor
4821,ausente,detectou
4822,ausente,detectou
4823,ausente,nao detectou
4824,ausente,nao detectou
4825,ausente,nao detectou
4826,ausente,nao detectou
4827,ausente,nao detectou
4828,presente,detectou
4829,ausente,nao detectou
4830,ausente,nao detectou
4831,ausente,nao detectou
4832,ausente,nao detectou
4833,ausente,nao detectou
4834,ausente,nao detectou
4835,ausente,nao detectou
4836,ausente,nao detectou
4837,ausente,nao detectou
4838,ausente,nao detectou
4839,ausente,nao detectou
4840,ausente,nao detectou
4841,ausente,nao detectou
4842,ausente,detectou
4843,ausente,nao detectou
4844,ausente,nao detectou
4845,ausente,nao detectou
4846,ausente,nao detectou
4847,ausente,nao detectou
4848,ausente,nao detectou
4849,presente,detectou
4850,ausente,nao detectou
4851,ausente,nao detectou
4852,ausente,nao detectou
4853,ausente,nao detectou
4854,ausente,nao detectou
4855,ausente,detectou
4856,presente,detectou
4857,ausente,nao detectou
4858,presente,detectou
4859,presente,detectou
4860,ausente,nao detectou
4861,presente,nao detectou
4862,ausente,detectou
4863,ausente,nao detectou
4864,ausente,nao detectou
4865,ausente,nao detectou
4866,presente,detectou
4867,ausente,nao detectou
4868,presente,detectou
4869,ausente,nao detectou
4870,ausente,nao detectou
4871,ausente,nao detectou
4872,ausente,nao detectou
4873,ausente,detectou
4874,ausente,nao detectou
4875,ausente,nao detectou
4876,ausente,nao detectou
4877,ausente,nao detectou
4878,ausente,detectou
4879,ausente,nao detectou
4880,ausente,nao detectou
4881,ausente,detectou
4882,ausente,nao detectou
4883,ausente,nao detectou
4884,ausente,nao detectou
4885,presente,detectou
4886,ausente,nao detectou
4887,presente,detectou
4888,presente,detectou
4889,ausente,nao detectou
4890,ausente,nao detectou
4891,ausente,nao detectou
4892,ausente,nao detectou
4893,ausente,nao detectou
4894,ausente,nao detectou
4895,ausente,detectou
4896,ausente,nao detectou
4897,ausente,nao detectou
4898,ausente,nao detectou
4899,presente,detectou
4900,ausente,nao detectou
4901,ausente,nao detectou
4902,presente,detectou
4903,ausente,nao detectou
4904,ausente,nao detectou
4905,presente,nao detectou
4906,presente,detectou
4907,presente,detectou
4908,ausente,nao detectou
4909,ausente,nao detectou
4910,ausente,nao detectou
4911,ausente,detectou
4912,ausente,nao detectou
4913,ausente,nao detectou
4914,ausente,nao detectou
4915,ausente,nao detectou
4916,presente,detectou
4917,ausente,nao detectou
4918,ausente,detectou
4919,ausente,detectou
4920,ausente,nao detectou
4921,presente,nao detectou
4922,ausente,detectou
4923,ausente,nao detectou
4924,ausente,nao detectou
4925,ausente,nao detectou
4926,ausente,detectou
4927,presente,nao detectou
4928,ausente,nao detectou
4929,ausente,nao detectou
4930,ausente,detectou
4931,ausente,detectou
4932,ausente,nao detectou
4933,ausente,nao detectou
4934,ausente,nao detectou
4935,ausente,nao detectou
4936,ausente,nao detectou
4937,ausente,detectou
4938,ausente,nao detectou
4939,ausente,nao detectou
4940,ausente,nao detectou
4941,ausente,detectou
4942,ausente,nao detectou
4943,ausente,detectou
4944,presente,nao detectou
4945,ausente,nao detectou
4946,ausente,nao detectou
4947,ausente,nao detectou
4948,presente,detectou
4949,ausente,nao detectou
4950,ausente,nao detectou
4951,ausente,nao detectou
4952,ausente,nao detectou
4953,ausente,nao detectou
4954,ausente,nao detectou
4955,presente,nao detectou
4956,ausente,detectou
4957,ausente,detectou
4958,ausente,nao detectou
4959,presente,detectou
4960,ausente,nao detectou
4961,ausente,nao detectou
4962,ausente,nao detectou
4963,ausente,nao detectou
4964,presente,nao detectou
4965,presente,nao detectou
4966,presente,detectou
4967,ausente,nao detectou
4968,ausente,nao detectou
4969,ausente,nao detectou
4970,ausente,nao detectou
4971,ausente,nao detectou
4972,ausente,nao detectou
4973,ausente,nao detectou
4974,ausente,nao detectou
4975,ausente,nao detectou
4976,ausente,nao detectou
4977,ausente,nao detectou
4978,ausente,detectou
4979,ausente,nao detectou
4980,ausente,nao detectou
4981,ausente,nao detectou
4982,ausente,nao detectou
4983,presente,detectou
4984,ausente,nao detectou
4985,ausente,nao detectou
4986,ausente,nao detectou
4987,ausente,nao detectou
4988,ausente,nao detectou
4989,presente,detectou
4990,ausente,nao detectou
4991,ausente,nao detectou
4992,presente,nao detectou
4993,ausente,nao detectou
4994,ausente,nao detectou
4995,presente,nao detectou
4996,ausente,nao detectou
4997,ausente,nao detectou
4998,presente,detectou
4999,presente,detectou
5000,ausente,nao detectou
5001,ausente,nao detectou
5002,ausente,nao detectou
5003,presente,detectou
5004,ausente,nao detectou
5005,ausente,nao detectou
5006,presente,detectou
5007,ausente,nao detectou
5008,ausente,nao detectou
5009,ausente,nao detectou
5010,ausente,detectou
5011,ausente,nao detectou
5012,ausente,nao detectou
5013,ausente,nao detectou
5014,ausente,nao detectou
5015,ausente,nao detectou
5016,ausente,nao detectou
5017,ausente,detectou
5018,ausente,nao detectou
5019,ausente,nao detectou
5020,presente,nao detectou
5021,ausente,nao detectou
5022,presente,nao detectou
5023,ausente,detectou
5024,ausente,nao detectou
5025,presente,detectou
5026,presente,nao detectou
5027,ausente,nao detectou
5028,ausente,nao detectou
5029,ausente,nao detectou
5030,ausente,nao detectou
5031,ausente,nao detectou
5032,presente,detectou
5033,ausente,nao detectou
5034,ausente,detectou
5035,presente,detectou
5036,ausente,nao detectou
5037,ausente,nao detectou
5038,ausente,nao detectou
5039,ausente,nao detectou
5040,ausente,nao detectou
5041,ausente,detectou
5042,ausente,nao detectou
5043,presente,nao detectou
5044,presente,nao detectou
5045,ausente,nao detectou
5046,ausente,nao detectou
5047,ausente,nao detectou
5048,ausente,nao detectou
5049,ausente,nao detectou
5050,ausente,nao detectou
5051,ausente,detectou
5052,ausente,nao detectou
5053,presente,detectou
5054,ausente,detectou
5055,ausente,nao detectou
5056,ausente,detectou
5057,ausente,nao detectou
5058,ausente,nao detectou
5059,ausente,detectou
5060,presente,nao detectou
5061,ausente,nao detectou
5062,ausente,nao detectou
5063,ausente,detectou
5064,presente,detectou
5065,ausente,nao detectou
5066,ausente,nao detectou
5067,ausente,detectou
5068,presente,detectou
5069,ausente,nao detectou
5070,ausente,detectou
5071,ausente,nao detectou
5072,ausente,detectou
5073,presente,nao detectou
5074,ausente,nao detectou
5075,ausente,nao detectou
5076,ausente,nao detectou
5077,presente,detectou
5078,ausente,nao detectou
5079,ausente,nao detectou
5080,ausente,nao detectou
5081,ausente,detectou
5082,ausente,nao detectou
5083,ausente,detectou
5084,ausente,nao detectou
5085,ausente,nao detectou
5086,ausente,nao detectou
5087,ausente,nao detectou
5088,ausente,nao detectou
5089,ausente,nao detectou
5090,ausente,nao detectou
5091,ausente,nao detectou
5092,ausente,nao detectou
5093,ausente,nao detectou
5094,ausente,nao detectou
5095,ausente,detectou
5096,ausente,nao detectou
5097,ausente,nao detectou
5098,presente,detectou
5099,ausente,nao detectou
5100,presente,nao detectou
5101,ausente,nao detectou
5102,ausente,nao detectou
5103,ausente,nao detectou
5104,presente,nao detectou
5105,ausente,nao detectou
5106,ausente,nao detectou
5107,ausente,nao detectou
5108,ausente,nao detectou
5109,ausente,nao detectou
5110,presente,detectou
5111,ausente,nao detectou
5112,presente,nao detectou
5113,presente,nao detectou
5114,ausente,nao detectou
5115,ausente,nao detectou
5116,ausente,nao detectou
5117,ausente,nao detectou
5118,ausente,nao detectou
5119,presente,nao detectou
5120,ausente,nao detectou
5121,ausente,nao detectou
5122,ausente,nao detectou
5123,ausente,nao detectou
5124,ausente,nao detectou
5125,ausente,nao detectou
5126,ausente,nao detectou
5127,ausente,detectou
5128,ausente,nao detectou
5129,ausente,nao detectou
5130,ausente,nao detectou
5131,ausente,nao detectou
5132,presente,detectou
5133,ausente,detectou
5134,ausente,nao detectou
5135,presente,nao detectou
5136,presente,nao detectou
5137,presente,detectou
5138,ausente,detectou
5139,ausente,nao detectou
5140,ausente,nao detectou
5141,ausente,nao detectou
5142,ausente,nao detectou
5143,ausente,detectou
5144,ausente,nao detectou
5145,ausente,nao detectou
5146,ausente,nao detectou
5147,ausente,nao detectou
5148,ausente,nao detectou
5149,ausente,nao detectou
5150,presente,detectou
5151,ausente,nao detectou
5152,ausente,nao detectou
5153,ausente,nao detectou
5154,ausente,nao detectou
5155,ausente,detectou
5156,ausente,nao detectou
5157,presente,detectou
5158,ausente,nao detectou
5159,ausente,nao detectou
5160,ausente,detectou
5161,presente,detectou
5162,presente,detectou
5163,ausente,nao detectou
5164,ausente,nao detectou
5165,ausente,nao detectou
5166,presente,nao detectou
5167,presente,nao detectou
5168,ausente,nao detectou
5169,presente,nao detectou
5170,ausente,nao detectou
5171,ausente,nao detectou
5172,presente,nao detectou
5173,ausente,nao detectou
5174,ausente,detectou
5175,ausente,nao detectou
5176,ausente,nao detectou
5177,ausente,nao detectou
5178,ausente,nao detectou
5179,ausente,nao detectou
5180,ausente,nao detectou
5181,ausente,nao detectou
5182,ausente,nao detectou
5183,ausente,nao detectou
5184,ausente,nao detectou
5185,ausente,nao detectou
5186,ausente,nao detectou
5187,ausente,detectou
5188,ausente,nao detectou
5189,ausente,nao detectou
5190,ausente,nao detectou
5191,ausente,nao detectou
5192,presente,nao detectou
5193,ausente,detectou
5194,ausente,nao detectou
5195,ausente,nao detectou
5196,ausente,nao detectou
5197,presente,nao detectou
5198,ausente,nao detectou
5199,ausente,nao detectou
5200,ausente,nao detectou
5201,ausente,nao detectou
5202,ausente,detectou
5203,ausente,detectou
5204,ausente,nao detectou
5205,ausente,nao detectou
5206,presente,detectou
5207,ausente,nao detectou
5208,ausente,nao detectou
5209,ausente,detectou
5210,ausente,nao detectou
5211,ausente,nao detectou
5212,ausente,nao detectou
5213,presente,nao detectou
5214,presente,detectou
5215,ausente,detectou
5216,ausente,nao detectou
5217,ausente,nao detectou
5218,ausente,nao detectou
5219,ausente,nao detectou
5220,ausente,nao detectou
5221,ausente,nao detectou
5222,ausente,nao detectou
5223,ausente,nao detectou
5224,ausente,nao detectou
5225,ausente,nao detectou
5226,ausente,nao detectou
5227,ausente,detectou
5228,presente,nao detectou
5229,ausente,nao detectou
5230,ausente,nao detectou
5231,ausente,nao detectou
5232,ausente,detectou
5233,ausente,nao detectou
5234,ausente,nao detectou
5235,ausente,nao detectou
5236,ausente,nao detectou
5237,ausente,nao detectou
5238,ausente,nao detectou
5239,ausente,detectou
5240,ausente,nao detectou
5241,ausente,nao detectou
5242,presente,detectou
5243,presente,detectou
5244,presente,nao detectou
5245,ausente,detectou
5246,ausente,nao detectou
5247,ausente,nao detectou
5248,ausente,nao detectou
5249,ausente,nao detectou
5250,presente,detectou
5251,ausente,nao detectou
5252,ausente,nao detectou
5253,ausente,nao detectou
5254,ausente,detectou
5255,ausente,detectou
5256,ausente,nao detectou
5257,ausente,nao detectou
5258,ausente,nao detectou
5259,presente,nao detectou
5260,ausente,nao detectou
5261,ausente,detectou
5262,ausente,nao detectou
5263,ausente,nao detectou
5264,ausente,detectou
5265,ausente,detectou
5266,ausente,detectou
5267,ausente,nao detectou
5268,presente,nao detectou
5269,ausente,nao detectou
5270,presente,detectou
5271,ausente,detectou
5272,ausente,detectou
5273,ausente,nao detectou
5274,ausente,nao detectou
5275,ausente,nao detectou
5276,ausente,detectou
5277,ausente,nao detectou
5278,ausente,nao detectou
5279,presente,nao detectou
5280,ausente,nao detectou
5281,ausente,nao detectou
5282,presente,detectou
5283,ausente,nao detectou
5284,ausente,nao detectou
5285,presente,detectou
5286,ausente,nao detectou
5287,ausente,nao detectou
5288,ausente,detectou
5289,presente,nao detectou
5290,ausente,nao detectou
5291,presente,detectou
5292,ausente,detectou
5293,presente,detectou
5294,presente,detectou
5295,ausente,nao detectou
5296,ausente,nao detectou
5297,ausente,nao detectou
5298,ausente,nao detectou
5299,ausente,nao detectou
5300,presente,nao detectou
5301,presente,nao detectou
5302,ausente,nao detectou
5303,presente,detectou
5304,ausente,nao detectou
5305,presente,detectou
5306,presente,detectou
5307,ausente,nao detectou
5308,ausente,nao detectou
5309,ausente,nao detectou
5310,ausente,nao detectou
5311,ausente,nao detectou
5312,ausente,nao detectou
5313,presente,detectou
5314,presente,nao detectou
5315,presente,detectou
5316,ausente,detectou
5317,ausente,nao detectou
5318,presente,detectou
5319,ausente,nao detectou
5320,presente,detectou
5321,ausente,nao detectou
5322,ausente,nao detectou
5323,ausente,nao detectou
5324,ausente,nao detectou
5325,ausente,detectou
5326,presente,detectou
5327,presente,nao detectou
5328,ausente,nao detectou
5329,presente,detectou
5330,presente,detectou
5331,ausente,nao detectou
5332,ausente,nao detectou
5333,presente,detectou
5334,ausente,nao detectou
5335,ausente,nao detectou
5336,ausente,nao detectou
5337,presente,detectou
5338,ausente,detectou
5339,ausente,nao detectou
5340,ausente,nao detectou
5341,ausente,nao detectou
5342,presente,detectou
5343,ausente,detectou
5344,ausente,nao detectou
5345,presente,detectou
5346,ausente,nao detectou
5347,presente,detectou
5348,presente,nao detectou
5349,ausente,nao detectou
5350,presente,nao detectou
5351,ausente,nao detectou
5352,ausente,nao detectou
5353,ausente,nao detectou
5354,ausente,nao detectou
5355,presente,nao detectou
5356,ausente,detectou
5357,ausente,nao detectou
5358,ausente,nao detectou
5359,presente,detectou
5360,ausente,nao detectou
5361,ausente,nao detectou
5362,ausente,detectou
5363,presente,nao detectou
5364,ausente,nao detectou
5365,ausente,nao detectou
5366,ausente,nao detectou
5367,ausente,nao detectou
5368,ausente,nao detectou
5369,ausente,nao detectou
5370,ausente,nao detectou
5371,presente,nao detectou
5372,ausente,detectou
5373,ausente,nao detectou
5374,ausente,nao detectou
5375,presente,detectou
5376,ausente,nao detectou
5377,ausente,nao detectou
5378,presente,detectou
5379,presente,nao detectou
5380,presente,detectou
5381,presente,nao detectou
5382,ausente,nao detectou
5383,ausente,nao detectou
5384,ausente,nao detectou
5385,ausente,detectou
5386,ausente,nao detectou
5387,ausente,nao detectou
5388,ausente,detectou
5389,ausente,nao detectou
5390,ausente,nao detectou
5391,ausente,nao detectou
5392,ausente,nao detectou
5393,ausente,nao detectou
5394,ausente,nao detectou
5395,presente,detectou
5396,ausente,nao detectou
5397,presente,nao detectou
5398,ausente,detectou
5399,presente,nao detectou
5400,ausente,nao detectou
5401,presente,detectou
5402,ausente,nao detectou
5403,ausente,nao detectou
5404,ausente,nao detectou
5405,ausente,nao detectou
5406,ausente,nao detectou
5407,ausente,detectou
5408,presente,detectou
5409,ausente,nao detectou
5410,ausente,nao detectou
5411,presente,detectou
5412,ausente,nao detectou
5413,presente,detectou
5414,ausente,nao detectou
5415,ausente,nao detectou
5416,ausente,nao detectou
5417,ausente,nao detectou
5418,ausente,nao detectou
5419,ausente,nao detectou
5420,ausente,nao detectou
5421,ausente,nao detectou
5422,presente,nao detectou
5423,presente,detectou
5424,ausente,nao detectou
5425,ausente,nao detectou
5426,ausente,detectou
5427,presente,detectou
5428,ausente,detectou
5429,presente,detectou
5430,ausente,nao detectou
5431,ausente,nao detectou
5432,presente,nao detectou
5433,ausente,detectou
5434,presente,nao detectou
5435,ausente,nao detectou
5436,presente,detectou
5437,ausente,nao detectou
5438,ausente,detectou
5439,ausente,nao detectou
5440,ausente,nao detectou
5441,ausente,nao detectou
5442,ausente,nao detectou
5443,ausente,detectou
5444,presente,detectou
5445,ausente,nao detectou
5446,presente,nao detectou
5447,presente,nao detectou
5448,ausente,nao detectou
5449,ausente,nao detectou
5450,ausente,nao detectou
5451,ausente,nao detectou
5452,ausente,detectou
5453,ausente,nao detectou
5454,presente,nao detectou
5455,ausente,nao detectou
5456,ausente,nao detectou
5457,ausente,nao detectou
5458,presente,detectou
5459,presente,nao detectou
5460,ausente,nao detectou
5461,presente,detectou
5462,ausente,nao detectou
5463,ausente,nao detectou
5464,ausente,nao detectou
5465,ausente,nao detectou
5466,presente,nao detectou
5467,ausente,nao detectou
5468,ausente,nao detectou
5469,ausente,nao detectou
5470,ausente,nao detectou
5471,ausente,nao detectou
5472,ausente,nao detectou
5473,ausente,detectou
5474,ausente,nao detectou
5475,ausente,nao detectou
5476,ausente,nao detectou
5477,ausente,nao detectou
5478,ausente,nao detectou
5479,ausente,nao detectou
5480,presente,nao detectou
5481,ausente,nao detectou
5482,ausente,nao detectou
5483,ausente,detectou
5484,presente,detectou
5485,ausente,nao detectou
5486,ausente,detectou
5487,ausente,nao detectou
5488,ausente,nao detectou
5489,ausente,nao detectou
5490,ausente,nao detectou
5491,ausente,nao detectou
5492,ausente,nao detectou
5493,ausente,nao detectou
5494,ausente,nao detectou
5495,ausente,nao detectou
5496,ausente,nao detectou
5497,presente,nao detectou
5498,ausente,nao detectou
5499,presente,nao detectou
5500,ausente,nao detectou
5501,presente,detectou
5502,ausente,nao detectou
5503,presente,nao detectou
5504,ausente,nao detectou
5505,ausente,nao detectou
5506,presente,detectou
5507,ausente,nao detectou
5508,ausente,detectou
5509,ausente,nao detectou
5510,ausente,nao detectou
5511,ausente,nao detectou
5512,presente,nao detectou
5513,presente,nao detectou
5514,presente,detectou
5515,presente,detectou
5516,ausente,nao detectou
5517,ausente,nao detectou
5518,ausente,detectou
5519,ausente,nao detectou
5520,ausente,nao detectou
5521,ausente,nao detectou
5522,ausente,detectou
5523,ausente,nao detectou
5524,ausente,nao detectou
5525,presente,detectou
5526,ausente,nao detectou
5527,ausente,nao detectou
5528,ausente,nao detectou
5529,ausente,nao detectou
5530,ausente,nao detectou
5531,ausente,nao detectou
5532,ausente,nao detectou
5533,ausente,nao detectou
5534,ausente,nao detectou
5535,ausente,nao detectou
5536,ausente,nao detectou
5537,presente,nao detectou
5538,presente,detectou
5539,ausente,nao detectou
5540,ausente,nao detectou
5541,ausente,nao detectou
5542,presente,detectou
5543,ausente,nao detectou
5544,ausente,nao detectou
5545,presente,nao detectou
5546,ausente,nao detectou
5547,ausente,detectou
5548,ausente,nao detectou
5549,ausente,nao detectou
5550,ausente,nao detectou
5551,ausente,nao detectou
5552,ausente,nao detectou
5553,ausente,nao detectou
5554,ausente,nao detectou
5555,ausente,nao detectou
5556,ausente,nao detectou
5557,ausente,nao detectou
5558,ausente,nao detectou
5559,ausente,nao detectou
5560,ausente,nao detectou
5561,ausente,nao detectou
5562,ausente,nao detectou
5563,ausente,nao detectou
5564,ausente,nao detectou
5565,presente,detectou
5566,ausente,detectou
5567,ausente,detectou
5568,ausente,nao detectou
5569,ausente,detectou
5570,ausente,nao detectou
5571,ausente,nao detectou
5572,ausente,nao detectou
5573,ausente,nao detectou
5574,ausente,detectou
5575,presente,nao detectou
5576,ausente,detectou
5577,ausente,nao detectou
5578,ausente,nao detectou
5579,ausente,nao detectou
5580,ausente,nao detectou
5581,ausente,nao detectou
5582,presente,detectou
5583,ausente,nao detectou
5584,ausente,nao detectou
5585,ausente,nao detectou
5586,ausente,nao detectou
5587,ausente,nao detectou
5588,ausente,nao detectou
5589,presente,nao detectou
5590,ausente,nao detectou
5591,ausente,nao detectou
5592,ausente,detectou
5593,ausente,nao detectou
5594,ausente,nao detectou
5595,ausente,nao detectou
5596,ausente,nao detectou
5597,ausente,nao detectou
5598,ausente,nao detectou
5599,presente,detectou
5600,presente,detectou
5601,presente,detectou
5602,ausente,nao detectou
5603,ausente,nao detectou
5604,ausente,nao detectou
5605,ausente,nao detectou
5606,ausente,nao detectou
5607,ausente,nao detectou
5608,ausente,nao detectou
5609,ausente,nao detectou
5610,ausente,nao detectou
5611,presente,detectou
5612,presente,nao detectou
5613,ausente,nao detectou
5614,ausente,nao detectou
5615,ausente,nao detectou
5616,ausente,nao detectou
5617,ausente,nao detectou
5618,presente,detectou
5619,ausente,detectou
5620,ausente,nao detectou
5621,ausente,nao detectou
5622,ausente,nao detectou
5623,presente,nao detectou
5624,ausente,nao detectou
5625,ausente,nao detectou
5626,ausente,nao detectou
5627,ausente,detectou
5628,ausente,detectou
5629,ausente,nao detectou
5630,ausente,nao detectou
5631,presente,detectou
5632,presente,nao detectou
5633,ausente,nao detectou
5634,ausente,nao detectou
5635,presente,detectou
5636,ausente,nao detectou
5637,ausente,nao detectou
5638,ausente,nao detectou
5639,ausente,nao detectou
5640,ausente,nao detectou
5641,presente,detectou
5642,ausente,nao detectou
5643,ausente,detectou
5644,ausente,nao detectou
5645,ausente,nao detectou
5646,ausente,nao detectou
5647,ausente,detectou
5648,ausente,nao detectou
5649,ausente,nao detectou
5650,ausente,detectou
5651,ausente,nao detectou
5652,ausente,nao detectou
5653,presente,nao detectou
5654,ausente,nao detectou
5655,presente,detectou
5656,ausente,nao detectou
5657,ausente,nao detectou
5658,ausente,nao detectou
5659,ausente,nao detectou
5660,ausente,detectou
5661,ausente,nao detectou
5662,ausente,nao detectou
5663,ausente,nao detectou
5664,ausente,nao detectou
5665,presente,nao detectou
5666,ausente,nao detectou
5667,ausente,nao detectou
5668,presente,detectou
5669,presente,detectou
5670,ausente,nao detectou
5671,presente,detectou
5672,ausente,nao detectou
5673,presente,nao detectou
5674,ausente,nao detectou
5675,ausente,nao detectou
5676,ausente,nao detectou
5677,ausente,nao detectou
5678,presente,nao detectou
5679,ausente,detectou
5680,ausente,detectou
5681,ausente,detectou
5682,ausente,nao detectou
5683,ausente,nao detectou
5684,presente,detectou
5685,ausente,nao detectou
5686,presente,detectou
5687,ausente,nao detectou
5688,ausente,nao detectou
5689,ausente,detectou
5690,ausente,detectou
5691,ausente,nao detectou
5692,ausente,nao detectou
5693,presente,nao detectou
5694,ausente,nao detectou
5695,ausente,nao detectou
5696,ausente,nao detectou
5697,ausente,nao detectou
5698,ausente,detectou
5699,presente,detectou
5700,presente,detectou
5701,ausente,detectou
5702,ausente,nao detectou
5703,ausente,nao detectou
5704,ausente,nao detectou
5705,ausente,detectou
5706,ausente,nao detectou
5707,ausente,nao detectou
5708,ausente,nao detectou
5709,presente,nao detectou
5710,ausente,detectou
5711,ausente,detectou
5712,ausente,nao detectou
5713,ausente,nao detectou
5714,presente,nao detectou
5715,ausente,nao detectou
5716,ausente,nao detectou
5717,ausente,nao detectou
5718,ausente,nao detectou
5719,presente,nao detectou
5720,presente,detectou
5721,ausente,detectou
5722,ausente,nao detectou
5723,ausente,nao detectou
5724,presente,detectou
5725,ausente,nao detectou
5726,ausente,nao detectou
5727,presente,nao detectou
5728,ausente,nao detectou
5729,ausente,nao detectou
5730,ausente,detectou
5731,ausente,nao detectou
5732,presente,nao detectou
5733,ausente,nao detectou
5734,ausente,nao detectou
5735,ausente,nao detectou
5736,ausente,nao detectou
5737,presente,detectou
5738,ausente,detectou
5739,ausente,detectou
5740,presente,detectou
5741,ausente,nao detectou
5742,presente,nao detectou
5743,presente,detectou
5744,presente,detectou
5745,ausente,detectou
5746,ausente,nao detectou
5747,ausente,nao detectou
5748,presente,detectou
5749,ausente,nao detectou
5750,ausente,nao detectou
5751,ausente,nao detectou
5752,ausente,nao detectou
5753,ausente,nao detectou
5754,ausente,nao detectou
5755,ausente,nao detectou
5756,ausente,nao detectou
5757,ausente,nao detectou
5758,ausente,nao detectou
5759,presente,detectou
5760,ausente,nao detectou
5761,ausente,nao detectou
5762,ausente,nao detectou
5763,ausente,nao detectou
5764,ausente,detectou
5765,ausente,nao detectou
5766,ausente,nao detectou
5767,ausente,nao detectou
5768,ausente,nao detectou
5769,presente,nao detectou
5770,ausente,nao detectou
5771,ausente,nao detectou
5772,ausente,nao detectou
5773,ausente,nao detectou
5774,ausente,nao detectou
5775,ausente,nao detectou
5776,ausente,nao detectou
5777,presente,nao detectou
5778,ausente,nao detectou
5779,ausente,nao detectou
5780,ausente,nao detectou
5781,ausente,detectou
5782,ausente,nao detectou
5783,ausente,nao detectou
5784,ausente,nao detectou
5785,ausente,nao detectou
5786,ausente,detectou
5787,ausente,nao detectou
5788,ausente,nao detectou
5789,ausente,nao detectou
5790,ausente,nao detectou
5791,ausente,nao detectou
5792,ausente,nao detectou
5793,presente,nao detectou
5794,presente,nao detectou
5795,presente,nao detectou
5796,presente,detectou
5797,ausente,nao detectou
5798,ausente,nao detectou
5799,ausente,nao detectou
5800,presente,nao detectou
5801,ausente,nao detectou
5802,ausente,detectou
5803,ausente,nao detectou
5804,ausente,nao detectou
5805,ausente,nao detectou
5806,ausente,nao detectou
5807,presente,nao detectou
5808,ausente,nao detectou
5809,ausente,nao detectou
5810,ausente,detectou
5811,ausente,nao detectou
5812,presente,detectou
5813,ausente,nao detectou
5814,presente,nao detectou
5815,ausente,nao detectou
5816,ausente,nao detectou
5817,ausente,nao detectou
5818,ausente,nao detectou
5819,ausente,nao detectou
5820,ausente,nao detectou
5821,ausente,nao detectou
5822,ausente,nao detectou
5823,ausente,detectou
5824,presente,nao detectou
5825,ausente,nao detectou
5826,ausente,nao detectou
5827,ausente,nao detectou
5828,ausente,nao detectou
5829,ausente,detectou
5830,ausente,nao detectou
5831,presente,detectou
5832,ausente,nao detectou
5833,ausente,nao detectou
5834,ausente,detectou
5835,presente,detectou
5836,ausente,nao detectou
5837,ausente,nao detectou
5838,ausente,nao detectou
5839,ausente,nao detectou
5840,ausente,nao detectou
5841,presente,nao detectou
5842,ausente,nao detectou
5843,presente,detectou
5844,ausente,nao detectou
5845,ausente,nao detectou
5846,ausente,nao detectou
5847,ausente,detectou
5848,ausente,detectou
5849,ausente,detectou
5850,ausente,nao detectou
5851,ausente,nao detectou
5852,ausente,nao detectou
5853,presente,detectou
5854,presente,detectou
5855,ausente,nao detectou
5856,ausente,nao detectou
5857,presente,detectou
5858,ausente,nao detectou
5859,ausente,nao detectou
5860,ausente,nao detectou
5861,ausente,nao detectou
5862,ausente,nao detectou
5863,ausente,nao detectou
5864,ausente,nao detectou
5865,presente,nao detectou
5866,ausente,nao detectou
5867,ausente,nao detectou
5868,presente,detectou
5869,presente,detectou
5870,ausente,nao detectou
5871,ausente,nao detectou
5872,ausente,nao detectou
5873,ausente,detectou
5874,ausente,nao detectou
5875,ausente,detectou
5876,ausente,nao detectou
5877,ausente,nao detectou
5878,presente,nao detectou
5879,presente,nao detectou
5880,ausente,nao detectou
5881,ausente,nao detectou
5882,ausente,nao detectou
5883,presente,detectou
5884,ausente,nao detectou
5885,ausente,nao detectou
5886,ausente,nao detectou
5887,ausente,nao detectou
5888,ausente,nao detectou
5889,ausente,nao detectou
5890,presente,detectou
5891,presente,nao detectou
5892,ausente,nao detectou
5893,presente,detectou
5894,presente,detectou
5895,ausente,nao detectou
5896,presente,nao detectou
5897,presente,detectou
5898,ausente,nao detectou
5899,ausente,nao detectou
5900,ausente,nao detectou
5901,presente,nao detectou
5902,presente,detectou
5903,ausente,nao detectou
5904,presente,detectou
5905,ausente,nao detectou
5906,ausente,nao detectou
5907,ausente,nao detectou
5908,ausente,nao detectou
5909,ausente,nao detectou
5910,ausente,nao detectou
5911,ausente,nao detectou
5912,presente,detectou
5913,ausente,nao detectou
5914,ausente,nao detectou
5915,ausente,nao detectou
5916,ausente,nao detectou
5917,presente,detectou
5918,ausente,detectou
5919,ausente,detectou
5920,ausente,detectou
5921,ausente,nao detectou
5922,ausente,nao detectou
5923,ausente,nao detectou
5924,ausente,nao detectou
5925,ausente,nao detectou
5926,ausente,nao detectou
5927,presente,nao detectou
5928,ausente,nao detectou
5929,ausente,nao detectou
5930,ausente,nao detectou
5931,ausente,nao detectou
5932,ausente,detectou
5933,ausente,nao detectou
5934,ausente,nao detectou
5935,ausente,nao detectou
5936,ausente,nao detectou
5937,presente,nao detectou
5938,presente,detectou
5939,presente,nao detectou
5940,ausente,nao detectou
5941,ausente,nao detectou
5942,ausente,nao detectou
5943,ausente,nao detectou
5944,presente,nao detectou
5945,ausente,nao detectou
5946,presente,nao detectou
5947,ausente,nao detectou
5948,ausente,nao detectou
5949,ausente,nao detectou
5950,ausente,detectou
5951,ausente,nao detectou
5952,ausente,nao detectou
5953,ausente,nao detectou
5954,ausente,detectou
5955,ausente,nao detectou
5956,ausente,nao detectou
